sample_index,y_true,y_pred,y_probability
14568,0,1,0.9999494742770225
3840,1,1,0.9999997537823885
79576,0,1,0.9999458727511972
79917,1,1,0.9999968801008482
50240,0,0,9.762428227596945e-12
23612,0,1,0.9999968760307976
71383,0,0,3.306116168461226e-09
85327,1,1,0.9999999936627901
83663,0,0,1.520779862900374e-14
18611,0,0,6.81734678195885e-10
95320,0,0,0.009810456658497408
12311,0,0,0.00014080096082585208
39752,1,1,0.9847575204150784
24960,0,0,1.014785165290968e-15
94757,1,1,0.9999999999773657
96198,0,1,0.9996019267513511
12731,1,0,1.0707901134084658e-07
14704,0,1,0.6507394637276026
52136,0,1,0.9959009639223723
65733,0,0,0.002110390203490542
77973,1,1,0.988162658060168
50442,0,0,3.773882166283182e-13
41034,0,0,0.006317260108963989
10120,0,0,8.023617146088653e-14
38364,0,0,1.687306695564156e-11
76482,1,1,0.9999998462197025
94800,1,1,0.9999996850259584
22472,1,0,1.2951639898623226e-06
20174,0,0,2.5450382448703436e-09
51863,0,0,0.0013146126594443899
7384,0,1,0.9707465192360261
46417,1,1,0.8651077797470789
43323,0,0,6.064178995438922e-16
36054,1,1,0.9999999777298358
37303,0,1,0.9999909153071846
9115,1,1,0.7089772002537117
40226,0,0,0.20233758898956397
68274,1,1,0.9999996762293746
70206,0,1,0.9999999999992184
19231,0,0,1.0549003763629642e-11
96266,1,1,0.9999999999777529
68892,1,1,1.0
49712,0,0,1.8526953176279784e-13
44547,0,0,3.5793387242294656e-13
29783,1,1,0.9984052028068789
35434,0,0,0.0028016312145257394
1681,0,0,0.00029238436003207357
2496,1,1,0.9998954071327804
60775,1,1,0.9999999995404849
42104,0,0,3.638709872385063e-14
30498,1,1,0.9999999600585497
52197,0,0,0.04167456614431209
61115,1,1,0.7772497873438744
20695,0,1,0.7338280003211969
45727,0,0,4.721150629928622e-05
36347,0,0,2.120336515616555e-09
89191,0,0,0.0003114771871899333
29536,1,0,0.30719843379111356
8113,1,1,0.9996350395577495
78016,0,0,4.775093050656865e-12
59086,1,1,0.9999933597897462
11773,0,0,0.0007596027696996799
57950,0,1,0.7678378260229496
19943,1,0,0.2516801363228928
67441,0,0,0.06684402125671475
77393,0,0,0.012110086233321951
39122,0,0,1.3303338033347563e-11
96390,1,1,0.9280198204952259
64624,1,0,0.07503421035930918
72800,1,0,0.053119496449032994
90998,1,1,0.8601600327689827
72394,1,1,0.9999996276602889
20666,1,0,1.0675788388256412e-05
82689,0,1,0.9999980168516718
69913,0,0,1.202266620092397e-12
27194,1,1,0.9920886386160322
81320,1,1,0.9999062232773291
60996,0,0,3.0117439430319366e-14
29884,0,0,1.3538939925509839e-13
5887,1,1,0.9998301431801049
96677,0,1,0.9999999999999432
87353,1,0,1.0583012491069843e-07
27053,0,0,2.5835979344879333e-14
40952,1,1,0.9999977154759262
88783,1,1,0.9999999205278018
35387,1,1,0.9999023436262873
15337,0,0,6.1439302843984615e-12
60472,0,0,1.2464613532962345e-08
25029,0,0,5.133039901426934e-09
93947,1,1,0.9999993246779126
89664,0,0,1.6571737777656716e-13
43617,0,1,0.9920413447652136
57195,0,1,0.9991264333571526
35646,0,0,3.66886616265229e-05
76169,0,0,0.10354724358159277
70960,0,0,7.6044282822257685e-06
45259,0,0,3.361432612714268e-14
11481,0,0,0.0047081778620329875
32727,0,1,0.987073513636879
5148,1,1,0.9999999225979822
34460,0,0,8.271111685469755e-09
54320,0,0,8.699119093946739e-11
68086,1,0,0.0006078561563475572
69078,1,0,3.6392275251393072e-09
56776,1,1,0.9983694335352225
72864,0,0,5.509038714741654e-08
79186,1,1,0.9999999999777991
73043,1,1,0.9999999999411671
89899,0,0,2.49213094021461e-14
7382,0,0,0.040906729241578295
22662,0,1,0.6120688854709216
98590,0,0,0.0016626863862509137
2354,1,1,0.9999861289990897
1316,0,1,0.9999996731543775
35741,0,1,0.9999986694408604
5995,1,1,0.9999999185938326
41327,0,0,0.20716568121371387
54119,0,0,0.07675961485524771
88093,0,0,4.804690131219675e-08
57804,0,0,3.3935735413154605e-15
39580,0,0,1.1540115026629677e-06
32912,0,0,0.005727649287365354
48121,0,0,0.0063497872998406965
4655,0,0,2.2572977100641142e-13
57077,1,1,0.9999999999999964
78712,0,0,0.00015264527407230413
71188,0,0,0.00021950783240328605
9120,1,0,0.00493167226331494
20829,0,0,4.819051521471611e-06
10730,0,0,0.0016830444584240625
21040,1,1,0.9999768810953393
54378,0,0,1.987868718339207e-06
9179,0,0,5.6812475721724244e-14
65676,1,1,0.9999999997128342
95309,1,0,0.22673015715496264
94341,0,0,1.6250960033554766e-11
76503,0,0,0.13142902220257302
38911,0,0,0.21175775311546913
47951,0,0,0.00623822709150391
92256,1,1,0.9999994583633846
54274,1,1,0.9999998256681596
42959,1,1,0.998153466700793
47431,0,0,0.00433270660639953
53118,0,0,0.02275610793637846
73342,0,0,1.9295613310129246e-12
92676,0,0,4.469272802367752e-08
6625,0,0,1.0041967027824127e-10
57155,0,0,0.00019879466238396508
8883,0,0,0.0016521892328825241
78813,0,1,0.999548341590108
35701,0,0,4.9021353190252894e-08
32902,1,1,0.9999999999955023
22949,0,1,0.9584640449935842
77394,0,0,0.06631079638248333
19566,0,0,0.0005405846123610983
1753,1,0,0.00026828572930493556
45305,0,1,0.9984685631222651
62552,1,0,2.716213312530328e-08
46005,0,0,1.4754884202791626e-06
12463,1,1,0.9998778038418247
66049,1,0,2.0544938192817864e-06
54977,0,0,1.299162392655452e-09
56124,1,0,0.0017789038828093615
71540,0,0,9.661220630664636e-10
29495,0,1,0.9999735917499473
39904,1,1,0.9937305516190116
38123,0,1,0.9920634856167182
48930,1,1,0.9987217659252686
38096,0,1,0.9999919630975552
92701,0,1,0.5866424134155793
32871,1,1,0.9999999977215275
55410,0,0,3.0213973943122514e-09
80366,1,1,0.9999999974150064
18113,1,1,0.9999950066792247
51535,1,1,0.9999999999803713
20050,0,0,1.4132291147703097e-11
49077,1,1,0.9999999999646505
8879,1,1,0.9842286503202338
32388,0,0,1.4767604814796114e-07
99198,0,1,0.9920440483831642
33351,1,1,0.999999990839207
77931,0,0,1.2756648771201807e-13
39028,0,0,1.1033807997517994e-07
33348,0,1,0.9897677178160516
25294,0,0,1.401439907648661e-11
6335,1,1,0.9999984414521275
54632,0,0,1.6092102369281669e-15
27558,0,1,0.9289597143329438
15500,1,1,0.9999999134242261
10733,1,1,0.9999921211004144
46979,0,0,4.876838654642138e-14
54776,1,1,0.9970080031839215
80782,1,0,0.0001274579599322956
97444,0,0,0.00018385530365760033
36918,0,0,1.3431197600719682e-14
20634,0,0,3.443809972480726e-13
46797,0,0,4.724214522747734e-16
86916,0,0,0.2594198552017868
60462,0,0,1.4211537806430962e-13
18840,1,1,0.9999999363726693
82372,0,1,0.9999573315473623
89362,0,0,1.2835420906368012e-12
46753,1,1,0.883945621855133
39103,0,0,3.2902058568472198e-15
86413,0,0,5.696402764825958e-11
13847,1,1,0.9999955753350929
82865,0,0,0.09042097406266646
89579,0,0,1.347059183786953e-08
65447,1,1,0.9999999999985683
11346,1,1,0.9999998226083961
45878,0,0,0.17343683971000268
37713,0,0,4.1410396571083795e-12
41811,1,1,0.999982629976829
26392,1,1,0.9999949000207222
89029,1,0,7.599500132111468e-05
13721,0,1,0.9974136200829148
72616,1,1,0.990463849060388
65146,1,1,0.9999981689648857
83869,0,0,0.04057440421444553
5123,0,1,0.9999999627449483
60318,0,0,7.90141010186724e-11
24385,0,0,0.03746205901654785
98177,0,0,0.00871806553262074
13061,0,0,6.473906667496887e-09
46692,0,0,0.0014870722747682902
48041,0,0,2.144101103108412e-11
9585,1,1,0.9999999938192303
75308,0,1,0.9988035495366993
86887,1,1,0.5007390731278661
31245,0,1,0.9789586405006973
38486,0,0,8.428937906514263e-11
4893,0,0,1.531263354171562e-08
45655,1,1,0.9987807676075837
27852,1,0,0.1796426610784699
72892,0,0,1.3610467654552883e-13
65554,1,1,0.9999870328317856
78261,0,0,5.610991391470313e-10
90792,0,0,1.7664032211203605e-10
69733,0,1,0.9983647183637551
78437,0,0,2.8132084485888604e-09
44430,0,0,6.8313388255898155e-09
77522,1,0,0.022652588320795055
28270,0,1,0.7792819740426628
49041,0,1,0.9999911339353177
58046,0,0,0.2013250159658574
26959,0,0,1.502516910625951e-09
11130,1,1,0.9987473261328894
88199,0,1,0.9976051422436357
70432,0,1,0.9994575044383489
40708,0,0,4.525539022620179e-11
39397,0,1,0.964461513408887
93917,0,0,7.026412822524057e-14
22163,0,1,0.9999896686753221
53649,0,1,0.7790743750419166
66340,1,1,0.9999999782788331
99362,0,0,1.2705902158353943e-13
48927,0,0,1.3109691821334181e-06
85758,0,1,0.6857353610329762
66998,0,0,3.179017307936249e-14
63335,0,0,8.359467032825245e-13
11916,1,0,0.0045608945709182105
55326,0,0,0.13964661341025297
46077,0,0,0.0034735140264290486
65095,1,1,0.9998789777346789
86338,1,1,0.994856438881134
40726,1,1,0.9999960615529809
65402,0,0,5.251275038962269e-07
23394,1,1,0.999999999997133
77857,0,0,0.20607418814107126
10926,0,0,0.10723404996993532
22143,0,1,0.9999997551959596
30242,0,1,0.999445782042095
83997,0,0,3.843404499766165e-05
28708,0,0,0.0011392853581254881
73140,0,0,0.25135044595605555
21302,1,1,0.9999995587264131
94682,0,1,0.9997922949366832
90711,0,0,0.4422913400494704
38344,0,0,1.0047665201443982e-11
58918,0,0,3.766983775870782e-06
94420,0,0,7.340218655301195e-14
90627,0,0,0.4910458496510201
12645,0,0,3.752720418456853e-06
32297,1,1,0.9999985782588946
49292,0,0,0.000475145734497645
34769,1,1,0.9999999999994884
54392,0,1,0.9999998357386233
1605,1,1,0.9999999809682338
65140,1,1,0.9999979083322001
44257,1,1,0.9999999999998082
7807,1,0,0.033163226941563796
35642,1,1,0.5115338182209532
45132,1,1,1.0
36323,1,1,0.9999999384879265
4444,0,0,2.724122750375594e-05
84698,1,1,0.9999819786234911
81470,0,0,2.0037988246000454e-09
72851,1,1,0.9999487428248129
20706,1,1,0.9999938140984291
21636,0,0,7.318703266541153e-14
82001,0,0,6.89162297197187e-07
10670,0,1,0.5301627286045764
7183,0,1,0.9965130813809504
97878,0,0,3.717393815946191e-05
23587,1,1,0.9999999999810285
3903,0,0,8.81399873447862e-09
21111,0,0,6.966761869337048e-13
39893,1,1,0.9999999999996199
10136,0,0,1.5322760752519134e-14
92561,1,0,0.09236465721073987
54615,0,0,1.5234370920324778e-06
36152,1,0,0.3698041821732346
87369,1,1,0.9999999733487716
60238,0,0,3.192910692915409e-05
32579,1,1,0.9999999999982734
17223,0,1,0.9999957382931871
50700,0,0,0.002362907231960013
42511,0,0,1.669829650559988e-13
72026,0,0,0.02270937756140807
59688,0,0,9.018761523821699e-05
79210,1,0,0.0028479465787665764
79150,0,0,1.70888501945582e-10
96281,0,1,0.9798082501203516
50469,1,0,0.046914546867648385
17405,1,1,0.9999999766093597
82776,1,1,0.6158124415334041
90925,1,1,0.999999991460232
56166,0,0,3.152811903580739e-15
60591,0,0,9.900922732628502e-15
40883,0,0,1.9330539387635386e-11
44895,0,0,0.0002874570637309517
1958,0,0,0.004369972739164716
86759,0,0,2.623414678156271e-13
33059,1,1,0.9998565339021785
36860,0,0,0.0003546760854074196
17058,0,0,0.059477231129879855
98715,0,0,1.6180670131449463e-11
3007,0,0,3.1468925162396195e-14
86799,1,1,0.9999999992755271
32240,1,1,0.8221787526384677
77568,0,0,7.648932995527138e-09
34461,1,0,0.028069546250979245
69140,0,1,0.9769161373581282
53370,1,1,0.9900716491333212
7814,0,0,6.5995985835308446e-09
85443,0,0,1.5034044472410755e-11
3900,1,1,0.59613377128259
16852,1,1,0.9999988913074098
59626,0,0,3.1977779006267366e-07
92819,0,0,2.712484701914771e-13
15281,0,0,0.000551320673982579
81164,1,1,0.9998613426257934
35129,0,0,1.413425844909824e-15
65048,0,0,0.01484920143741164
82388,0,0,3.1922725883322793e-13
84328,0,0,3.704100582743219e-15
99349,0,0,0.4343373476575113
49050,1,1,0.9999999987213783
71215,1,1,0.9999612334896238
9098,1,1,1.0
43129,1,1,0.5872311358864509
98303,1,0,0.002951320348407101
24105,0,1,0.9999999990758361
73434,0,0,0.39558459529601486
78564,0,0,8.921968060074523e-09
61501,0,0,1.3219262783626145e-05
76296,0,0,5.976189169310885e-06
77150,0,1,0.8631443583583492
81243,0,1,0.9999981354089595
4013,0,0,6.078618543152855e-09
37789,1,1,0.999999401893246
70992,1,1,0.9910469275594296
2507,0,1,0.9975572453120439
29181,0,0,1.0930766604933222e-06
3251,0,0,6.809385282280547e-12
51971,0,1,0.539907153766712
48455,1,1,0.8157226335042764
6048,1,1,0.999999997827576
81626,0,0,3.1409299562300447e-07
28073,1,1,0.9999999862634787
83455,1,1,0.9999916937775417
67005,1,1,0.9999982458410808
91187,1,1,0.999999667120543
18078,0,0,4.2934320353461475e-10
51589,0,1,0.998874822388921
24162,0,0,0.0013427208224963795
44381,0,0,0.07625503134879727
25757,1,1,0.9999501914730996
38761,0,0,8.331851316908881e-14
56425,0,0,1.6821306395952863e-13
61760,0,0,3.6471130389532815e-11
9797,0,0,0.002860045474195914
83576,0,0,3.8938347793936126e-11
25073,0,0,5.573838444688249e-08
98486,0,0,1.2424450250137152e-14
72532,0,0,8.340495631437312e-14
12766,1,1,0.9986263213313754
8687,0,0,5.1789322439682065e-14
28699,0,0,6.06288373693875e-05
64108,0,0,0.0004127043790136454
89841,0,1,0.9999683002259575
85135,0,0,1.379967985452704e-05
29688,1,1,0.9999999999838813
12352,0,0,2.8152705247748527e-09
45218,1,1,0.9999993934908523
51056,1,1,0.9999990042815182
73100,0,0,0.010122657802239043
42257,0,1,0.9999657338834214
11147,0,0,1.95712215835763e-07
81066,0,1,0.9382983923312502
47160,1,1,0.9999996926776201
89942,0,1,0.7559529232921686
42989,0,0,3.095259408692599e-10
23643,0,1,0.9960369234436719
86244,1,1,0.9999998716024774
21307,0,0,2.371418988698599e-13
52845,0,0,8.391846227166268e-09
18173,0,0,7.91646285997124e-12
44984,0,0,0.003253841051341302
13257,1,0,0.04696078919085951
17782,0,0,0.030336150965274533
89860,0,0,8.871976678788513e-14
35412,0,0,0.3621953638098849
79483,1,1,0.9999999894778853
48443,1,0,0.06097379458502643
2204,0,1,0.9977860852433865
4574,1,1,0.9999999533425499
63165,0,0,0.10167866735958812
66878,0,0,2.6560649261847525e-13
28723,1,1,0.999999999005297
7396,0,0,5.39423144121037e-15
57767,1,1,0.9695711985512614
26140,1,0,0.06039655484748727
94274,0,0,1.2755229988056142e-06
84177,1,1,0.9987926899689192
53953,1,1,0.9999274506362424
12995,1,1,0.9999999999865778
12473,0,1,0.9999061966781131
93216,0,1,0.9751462037950446
8414,0,0,2.279951383696717e-13
80195,0,0,1.2029593944531356e-08
46204,0,1,0.9999999999955733
62072,0,0,1.2800493216781037e-05
77595,1,1,0.9999997611269685
96503,1,1,0.999999429800126
64127,0,0,4.718372714831337e-10
72836,0,0,0.455713909928923
68117,0,0,3.487057433754606e-08
5065,0,0,2.4536544355119892e-15
84289,1,1,0.9999999999979146
25833,0,0,7.813360113837552e-12
13490,1,0,0.028026862601790006
25500,0,1,0.9999999999966427
32872,1,1,0.9999998253921066
49328,0,0,7.417377640640917e-15
83816,1,0,9.324719065349077e-11
96774,0,0,0.01013214351015483
92584,0,0,6.908842455931048e-12
88369,0,0,0.0004154616408711675
97164,0,1,0.9999450853039185
49495,1,1,0.9946456411355846
94863,0,0,0.33004076092471857
3050,0,0,1.6070798970540064e-11
49695,1,1,0.9999999999560032
37473,1,0,0.05544986133180918
80010,0,0,1.6635704012751097e-14
65701,0,0,1.4243849941908743e-10
68173,1,1,0.9999951127119026
